,qlabel,lemmas,instruction,category
11731,WHQ,"('who', 'conquer')",Who finally conquered Constantinople?,general_qa
11732,NULL,(),How many Spitfire fighter aircraft remain airworthy,closed_qa
11733,NULL,(),"Based on the passage below, what do scientologists believe cause neuroses and mental problems?",information_extraction
11734,NULL,(),What kind of food comprises Estonian cuisine?,summarization
11735,WHQ,"('why', 'do')",Why did you take so long to get home last night?,creative_writing
11736,WHQ,"('why', 'should')",Why should one travel the world?,general_qa
11737,NULL,(),Write a poem about a man named Chris who lives at the gym and fights monsters,open_qa
11738,NULL,(),"Categorize these football teams as either ""Spanish"", ""English"", ""German"" or ""Other"". Manchester United, Arsenal, Ajax, Borussia Dortmund, Real Sociedad, Club Atlético River Plate",classification
11739,NULL,(),"which of these are programming languages?

hindi
urdu
arabic
python
scala
rust
french
R
german
java
c",classification
11740,NULL,(),How many lifeboats did the Titanic have?,information_extraction
11741,QIS,"('be', 'Ireland')",Is Ireland a good surf spot?,general_qa
11742,NULL,(),"Given the following paragraph about the observation deck of the Burj Khalifa, what's offered on the 124th floor observation deck?",closed_qa
11743,NULL,(),"Describe the following poem: 

Two roads diverged in a yellow wood, 
And sorry I could not travel both 
And be one traveler, long I stood 
And looked down one as far as I could 
To where it bent in the undergrowth; 

Then took the other, as just as fair, 
And having perhaps the better claim 
Because it was grassy and wanted wear, 
Though as for that the passing there 
Had worn them really about the same, 

And both that morning equally lay 
In leaves no step had trodden black. 
Oh, I kept the first for another day! 
Yet knowing how way leads on to way 
I doubted if I should ever come back. 

I shall be telling this with a sigh 
Somewhere ages and ages hence: 
Two roads diverged in a wood, and I, 
I took the one less traveled by, 
And that has made all the difference.",general_qa
11744,WHQ,"('what', 'be')",What were the top 3 best-selling PlayStation 2 video games?,brainstorming
11745,WHQ,"('what', 'be')","What was the ""X.Y.Z. fever""?",closed_qa
11746,NULL,(),Suggest a road trip in Washington state,creative_writing
11747,NULL,(),Tell me about the merger history of the Swiss bank UBS,summarization
11748,WHQ,"('where', 'be')",Where is the Mall of America located?,open_qa
11749,NULL,(),Which of the following films came out in the 40s?,information_extraction
11750,WHQ,"('who', 'win')",Who won six consecutive Wimbledon titles in the 1980s,open_qa
11751,WHQ,"('what', 'be')",What are some fun activities to do with my coworkers if we all work remotely?,creative_writing
11752,WHQ,"('what', 'be')","What is ""cycling"" in ice hockey?",open_qa
11753,NULL,(),"Which of the following vehicles are cars and which are trucks: Toyota Tacoma, Toyota Prius, Ford F-150, Honda Civic, Nissan Frontier,  Hyundai Accent, Chevrolet Corvette, Mazda Miata",classification
11754,NULL,(),"From the passage provided, extract the shape of Milky way Galaxy",information_extraction
11755,NULL,(),"From the passage provided, extract the name of the Director of the Star Wars movie",information_extraction
11756,WHQ,"('how', 'be')",How big is the Tibetan plateau?,closed_qa
11757,WHQ,"('why', 'do')",Why do cloud providers use dedicated hardware for network and storage processing but not large enterprises for their private cloud?,general_qa
11758,WHQ,"('where', 'be')",Where is the best place to see the northern lights?,open_qa
11759,WHQ,"('what', 'be')",What are the 5 largest ski and snowboard resorts in North America?,brainstorming
11760,NULL,(),"Tell me whether the following people are athletes: LeBron James, Eileen Gu, Bjergsen, Rory McIlroy, Naomi Osaka.",classification
11761,WHQ,"('what', 'be')",What is the best way to approach a new cat?,general_qa
11762,WHQ,"('how', 'do')",How do you motivate and focus a team to exceed expectations during a terrible economic downturn?,brainstorming
11763,NULL,(),Tell me who were the last three monarchs of the United Kingdom. Give it to me in a bulleted list with the format <name> (<start date> - <end date>),brainstorming
11764,WHQ,"('what', 'be')",What is the difference between interface and abstract class in Java?,open_qa
11765,WHQ,"('where', 'be')",Where is Muckle Water?,closed_qa
11766,WHQ,"('what', 'be')",What is a bunk bed?,open_qa
11767,NULL,(),"Give me a list of things to do in Washington, DC",brainstorming
11768,NULL,(),Why you should have 2 incomes,brainstorming
11769,WHQ,"('what', 'be')",What is a question mark?,open_qa
11770,NULL,(),"Please give me a short bulleted list of the key events that happened in Kobe Bryant’s early life in time order, from earliest to the latest.",summarization
11771,WHQ,"('who', 'be')","Who is the Jeff Bezos equivalent in China, and how much of net worth is him or her?",information_extraction
11772,NULL,(),"which of these words do not belong in the same category? peel, organic, fruit, yellow, mushy, crunchy.",classification
11773,WHQ,"('what', 'be')",What are some popular books about baseball?,open_qa
11774,WHQ,"('how', 'do')","How do the definitions of ""first-degree relative"" and ""nuclear family"" differ?",closed_qa
11775,WHQ,"('why', 'do')",Why do you love travelling,brainstorming
11776,NULL,(),How to take care of a horse?,general_qa
11777,NULL,(),"Identify which instrument is string or percussion: Cuica, Kokles",classification
11778,WHQ,"('what', 'be')",What characteristics are IPAs known for?,general_qa
11779,WHQ,"('who', 'have')","Who has been an announcer on the gameshow ""The Price is Right""?",open_qa
11780,WHQ,"('what', 'be')",What are the top 5 rock bands of all time?,brainstorming
11781,NULL,(),Without quoting directly from the text give me a summary of how turist visit the falls even if they are used for hydroelectric power production.,summarization
11782,NULL,(),"Identify which instrument is string or percussion: Tsymbaly, Yehu",classification
11783,NULL,(),"Please classify the following items as either “waterproof” or “water absorbent”: umbrella, paper towel, sponge, raincoat, dish rag, car windshield.",classification
11784,WHQ,"('what', 'be')",What is a planet ?,open_qa
11785,NULL,(),"Classify each of the following as either a city or a country:  Seoul, Shanghai, Sao Paolo, Singapore, Sweden.",classification
11786,WHQ,"('what', 'be')",What is my Chinese Zodiac sign (animal)?,general_qa
11787,NULL,(),"From this list, tell me which are U.S. states: Oregon, Guam, St. Thomas, District of Columbia, Washington, New Mexico, Ohio, Montana, Puerto Rico",classification
11788,NULL,(),"Based on this paragraph, why was Jake released from prison?",closed_qa
11789,DOQ,"('do', 'Texans')",Do Texans have a Southern accent?,open_qa
11790,NULL,(),"Based on the reference text, provide a one sentence overview of Dogecoin",summarization
11791,WHQ,"('what', 'be')",What is electricity?,open_qa
11792,WHQ,"('why', 'do')",Why did House Targaryen leave Valyria?,open_qa
11793,WHQ,"('what', 'be')","What is it like living in Chicago, Illinois?",general_qa
11794,WHQ,"('which', 'be')",Which fruits are most often candied fruit?,information_extraction
11795,WHQ,"('what', 'be')",What are the different RAID configurations?,open_qa
11796,NULL,(),"You've bought a condominium in the city, your first home, with more rooms than your previous apartments. It doesn't have a garage or any yard. Which of the following items would be handy? A lawnmower, a bus pass, a security system, more bathroom towels, wall art, gardening tools, a washer and dryer set, a car",classification
11797,NULL,(),Approx. how many nurses were enrolled in World War 2?,open_qa
11798,WHQ,"('which', 'do')",Which movie do you like the most and why do you like it?,creative_writing
11799,WHQ,"('who', 'create')",Who created the first piano?,open_qa
11800,WHQ,"('what', 'be')",What is the capital of Australia?,general_qa
11801,WHQ,"('what', 'be')",What is an ionic bond?,open_qa
11802,DOQ,"('do', 'universe')",Does parallel universe really exist?,general_qa
11803,NULL,(),Describe to me in clear detail what the amazon logo looks like.,general_qa
11804,NULL,(),How many stories is the Empire State Building?,open_qa
11805,NULL,(),"The story opens in Los Angeles in the 21st century, an unspecified number of years after a worldwide economic collapse. Los Angeles is no longer part of the United States since the federal government has ceded most of its power and territory to private organizations and entrepreneurs. Franchising, individual sovereignty, and private vehicles reign supreme. Mercenary armies compete for national defense contracts, while private security guards preserve the peace in sovereign gated housing developments.: 45  Highway companies compete to attract drivers to their roads,: 7  and all mail delivery is by hired courier.: 306  The remnants of government maintain authority only in isolated compounds, where they do tedious make-work that is, by and large, irrelevant to the society around them.: 176  Much of the world's territory has been carved up into sovereign enclaves known as Franchise-Organized Quasi-National Entities (FOQNEs),: 14  each run by its own big business franchise (such as ""Mr. Lee's Greater Hong Kong"", or the corporatized American Mafia), or various residential burbclaves (quasi-sovereign gated communities). In this future, American institutions are far different from those in the actual United States at the time the book was published; for example, a for-profit organization, the CIC, has evolved from the CIA's merger with the Library of Congress.: 22",summarization
